ride_id,timestamp,pickup_zone,vehicle_type,hour,is_weekend,weather_severity,traffic_index,distance_km,ride_duration_min,demand,available_drivers,demand_supply_ratio,surge_multiplier,trip_cost
R0001073,2025-06-03 12:43:00,Tech Park,Economy,12,0,0.771,1.065,4.41,12.79,45,51,0.8824,1.0,12.57
R0001074,2025-09-08 09:12:00,Central,Comfort,11,0,1.598,1.129,9.788,29.117,63,55,1.1455,1.0611,31.95
R0001075,2025-03-11 12:32:00,Tech Park,Economy,3,0,0.631,1.132,2.006,5.072,45,44,1.0227,1.0095,5.83
R0001076,2025-10-03 20:51:00,South,Economy,17,0,1.109,1.657,6.466,24.776,51,39,1.3077,1.1292,20.65
R0001077,2025-01-29 11:29:00,Central,Economy,3,0,0.042,1.237,6.938,20.82,46,48,0.9583,1.0,13.7
R0001078,2025-07-03 18:49:00,Tech Park,Economy,10,0,0.657,1.649,3.871,12.13,56,44,1.2727,1.1145,10.87
R0001079,2025-08-22 19:22:00,Tech Park,Economy,20,0,0.385,1.611,5.488,17.904,76,46,1.6522,1.2739,16.64
R0001080,2025-10-27 05:34:00,North,Economy,22,0,0.932,1.135,17.981,56.166,43,43,1.0,1.0,35.3
R0001081,2025-03-14 12:26:00,Central,Comfort,23,0,0.775,1.206,8.592,29.395,52,35,1.4857,1.204,33.98
R0001082,2025-11-03 07:09:00,Central,Comfort,22,1,0.244,1.312,9.677,33.784,76,31,2.4516,1.6097,45.3
R0001083,2025-01-28 07:01:00,University,Comfort,13,0,0.113,0.833,5.039,15.87,37,42,0.881,1.0,16.84
R0001084,2025-06-13 02:19:00,South,Comfort,4,0,2.428,1.487,3.751,15.11,41,33,1.2424,1.1018,20.81
R0001085,2025-08-21 12:28:00,Tech Park,Economy,20,1,0.831,1.417,6.803,23.521,65,35,1.8571,1.36,25.26
R0001086,2025-05-24 20:39:00,Tech Park,Economy,19,0,0.813,1.917,2.01,9.899,80,39,2.0513,1.4415,14.27
R0001087,2025-08-16 18:50:00,Tech Park,Economy,23,0,0.289,1.033,4.249,14.909,48,45,1.0667,1.028,12.18
R0001088,2025-03-03 00:55:00,Central,Comfort,15,0,0.44,0.81,3.901,10.577,51,40,1.275,1.1155,11.58
R0001089,2025-07-13 14:53:00,North,Economy,3,0,1.612,1.06,2.531,6.604,51,46,1.1087,1.0457,6.51
R0001090,2025-12-08 04:49:00,Tech Park,Economy,12,0,0.643,1.262,11.101,39.143,49,49,1.0,1.0,25.36
R0001091,2025-10-03 23:32:00,Airport,Premium,10,1,1.655,1.548,7.23,26.112,92,36,2.5556,1.6533,56.67
R0001092,2025-11-28 17:07:00,Central,Economy,20,1,0.833,1.75,5.524,23.357,85,43,1.9767,1.4102,26.41
R0001093,2025-05-11 08:59:00,South,Economy,9,0,1.381,1.721,11.235,38.552,62,37,1.6757,1.2838,35.56
R0001094,2025-03-06 01:48:00,University,Premium,7,0,0.037,1.522,3.144,11.121,61,40,1.525,1.2205,19.27
R0001095,2025-07-08 19:24:00,Tech Park,Economy,1,0,0.272,0.928,3.71,9.002,57,43,1.3256,1.1367,10.07
R0001096,2025-01-18 18:29:00,Airport,Economy,20,0,0.632,1.492,14.361,50.578,50,40,1.25,1.105,38.47
R0001097,2025-12-15 03:58:00,University,Economy,18,0,0.477,1.548,27.242,91.843,56,37,1.5135,1.2157,70.69
R0001098,2025-08-25 20:10:00,Central,Economy,0,0,0.937,1.272,11.317,35.714,60,47,1.2766,1.1162,26.29
R0001099,2025-04-09 06:44:00,Central,Premium,10,1,0.113,1.518,10.068,39.43,63,30,2.1,1.462,65.12
R0001100,2025-05-18 11:17:00,University,Comfort,11,0,0.116,1.097,5.641,19.787,43,45,0.9556,1.0,16.04
R0001101,2025-02-15 21:09:00,Tech Park,Economy,11,0,0.908,1.12,5.712,20.086,61,41,1.4878,1.2049,18.1
R0001102,2025-11-16 12:52:00,University,Economy,22,0,1.333,1.35,8.802,27.001,38,52,0.7308,1.0,20.48
R0001103,2025-05-21 01:15:00,Tech Park,Economy,3,0,0.437,1.153,16.529,47.501,64,50,1.28,1.1176,39.44
R0001104,2025-12-03 18:00:00,South,Economy,7,1,1.79,1.775,9.822,38.587,69,33,2.0909,1.4582,48.38
R0001105,2025-07-03 19:36:00,Central,Economy,4,0,0.574,0.932,13.156,33.96,51,30,1.7,1.294,33.07
R0001106,2025-02-20 01:36:00,Central,Economy,5,0,0.422,1.248,4.693,14.995,65,47,1.383,1.1609,13.27
R0001107,2025-10-21 20:27:00,University,Comfort,21,1,0.33,1.463,10.906,35.633,63,40,1.575,1.2415,36.56
R0001108,2025-03-18 09:38:00,University,Comfort,22,1,0.27,1.139,5.37,15.67,60,36,1.6667,1.28,19.64
R0001109,2025-06-27 18:24:00,Central,Premium,1,0,1.063,1.197,8.39,26.267,59,62,0.9516,1.0,32.86
R0001110,2025-01-21 16:51:00,North,Comfort,15,0,0.233,0.959,10.899,30.402,44,34,1.2941,1.1235,29.56
R0001111,2025-08-29 08:51:00,Central,Economy,5,1,0.187,1.111,5.8,16.191,75,39,1.9231,1.3877,17.55
R0001112,2025-11-01 07:45:00,Central,Comfort,4,1,0.256,1.292,4.44,16.04,61,49,1.2449,1.1029,18.15
R0001113,2025-08-07 19:18:00,University,Premium,7,0,0.58,1.767,9.482,37.526,60,38,1.5789,1.2432,54.55
R0001114,2025-08-15 07:53:00,Airport,Economy,4,1,0.619,1.135,7.213,19.423,63,46,1.3696,1.1552,19.23
R0001115,2025-06-15 01:15:00,North,Economy,11,0,1.016,1.475,8.372,29.586,38,45,0.8444,1.0,23.83
R0001116,2025-12-12 02:42:00,University,Economy,23,0,0.53,0.794,11.15,33.074,41,37,1.1081,1.0454,21.58
R0001117,2025-10-19 09:53:00,South,Premium,14,1,0.103,0.818,15.943,46.254,51,43,1.186,1.0781,56.4
R0001118,2025-03-24 17:59:00,North,Premium,17,0,0.403,1.539,11.187,38.582,66,31,2.129,1.4742,68.06
R0001119,2025-02-13 08:26:00,Central,Comfort,11,0,0.594,1.362,10.408,33.575,71,52,1.3654,1.1535,35.35
R0001120,2025-08-03 18:36:00,Airport,Economy,0,1,0.309,1.225,5.899,21.406,58,35,1.6571,1.276,19.08
R0001121,2025-10-02 18:51:00,Central,Premium,2,1,0.773,0.83,6.419,19.926,70,46,1.5217,1.2191,28.56
R0001122,2025-05-24 00:50:00,Airport,Economy,6,1,0.013,0.924,9.974,25.611,58,46,1.2609,1.1096,16.56
R0001123,2025-08-17 11:59:00,Central,Economy,5,0,0.526,0.856,6.361,18.684,64,36,1.7778,1.3267,22.85
R0001124,2025-07-22 04:14:00,Central,Economy,20,1,1.551,1.822,9.951,37.432,77,31,2.4839,1.6232,48.92
R0001125,2025-12-12 02:12:00,Central,Comfort,20,0,1.303,1.947,4.96,17.47,67,37,1.8108,1.3405,26.78
R0001126,2025-04-17 12:10:00,Airport,Comfort,20,0,0.662,1.845,22.447,82.178,68,44,1.5455,1.2291,98.66
R0001127,2025-04-16 17:17:00,University,Economy,15,0,0.613,1.159,8.641,28.806,33,42,0.7857,1.0,16.58
R0001128,2025-08-31 17:23:00,Central,Economy,13,1,0.871,1.08,8.334,24.419,53,39,1.359,1.1508,20.04
R0001129,2025-03-04 11:37:00,North,Economy,15,1,0.19,1.017,5.957,19.374,45,48,0.9375,1.0,12.54
R0001130,2025-10-10 01:53:00,University,Economy,9,1,1.219,1.892,22.246,80.713,74,37,2.0,1.42,81.59
R0001131,2025-04-16 22:28:00,Airport,Comfort,16,0,1.748,1.737,3.899,12.529,46,36,1.2778,1.1167,17.11
R0001132,2025-06-15 03:26:00,North,Economy,19,0,0.523,1.431,5.277,20.09,56,36,1.5556,1.2333,17.73
R0001133,2025-03-30 09:36:00,Tech Park,Economy,18,0,0.662,1.955,12.422,50.191,64,39,1.641,1.2692,41.34
R0001134,2025-09-17 19:01:00,South,Economy,14,0,1.027,1.229,8.862,26.32,38,40,0.95,1.0,17.54
R0001135,2025-11-11 12:49:00,Central,Comfort,1,0,0.278,1.198,5.656,20.951,44,48,0.9167,1.0,17.32
R0001136,2025-09-11 03:30:00,Tech Park,Comfort,17,0,1.792,1.906,5.746,22.56,66,33,2.0,1.42,34.83
R0001137,2025-08-23 09:06:00,Tech Park,Economy,8,1,2.386,2.232,6.619,22.76,90,35,2.5714,1.66,34.35
R0001138,2025-12-26 03:01:00,Central,Economy,17,0,0.934,1.777,8.217,27.602,68,38,1.7895,1.3316,28.25
R0001139,2025-07-05 07:43:00,Airport,Premium,12,1,1.903,1.226,18.256,59.284,63,49,1.2857,1.12,85.31
R0001140,2025-04-04 04:26:00,Airport,Economy,21,0,0.161,1.66,10.836,35.429,65,38,1.7105,1.2984,27.28
R0001141,2025-09-30 12:52:00,Tech Park,Economy,8,0,0.751,1.888,13.638,49.981,70,35,2.0,1.42,48.61
R0001142,2025-06-03 15:18:00,Central,Economy,22,0,0.046,1.008,6.117,19.105,59,50,1.18,1.0756,14.74
R0001143,2025-01-23 11:36:00,Central,Premium,20,0,0.403,1.249,10.316,34.586,88,40,2.2,1.504,60.75
R0001144,2025-08-08 22:56:00,North,Comfort,7,0,0.412,1.604,3.303,13.18,57,35,1.6286,1.264,14.57
R0001145,2025-05-19 03:32:00,University,Economy,11,0,0.315,1.074,8.586,30.393,56,39,1.4359,1.1831,25.4
R0001146,2025-01-03 10:39:00,Airport,Economy,12,0,0.165,1.022,8.289,23.894,38,48,0.7917,1.0,17.5
R0001147,2025-05-07 16:50:00,Airport,Economy,18,0,0.925,1.627,21.153,74.34,69,49,1.4082,1.1714,67.19
R0001148,2025-09-21 20:26:00,North,Economy,16,0,0.255,1.284,18.296,59.97,34,30,1.1333,1.056,44.99
R0001149,2025-12-03 04:08:00,Tech Park,Economy,20,0,0.926,1.29,6.739,24.268,63,37,1.7027,1.2951,21.56
R0001150,2025-12-01 21:40:00,North,Economy,8,0,0.559,1.668,4.956,20.997,51,50,1.02,1.0084,15.93
R0001151,2025-04-29 20:00:00,University,Economy,12,0,0.79,1.162,5.031,15.827,38,45,0.8444,1.0,12.56
R0001152,2025-11-19 07:56:00,Airport,Economy,10,0,0.348,1.99,6.606,27.647,59,33,1.7879,1.3309,30.35
R0001153,2025-04-20 17:52:00,Central,Economy,21,0,0.554,1.647,15.894,54.299,82,41,2.0,1.42,52.06
R0001154,2025-01-31 03:56:00,Central,Economy,7,0,2.708,2.118,9.759,38.902,92,53,1.7358,1.3091,47.83
R0001155,2025-12-10 04:55:00,Central,Comfort,14,0,0.767,1.161,10.328,33.965,49,42,1.1667,1.07,33.31
R0001156,2025-06-01 12:33:00,North,Economy,2,1,1.796,1.34,12.136,42.35,54,41,1.3171,1.1332,33.74
R0001157,2025-10-29 19:09:00,Tech Park,Comfort,20,0,1.724,2.178,4.496,20.294,95,39,2.4359,1.6031,35.71
R0001158,2025-11-14 06:19:00,Central,Premium,9,0,0.129,1.373,5.259,18.619,73,46,1.587,1.2465,30.25
R0001159,2025-09-27 16:59:00,Tech Park,Premium,8,0,1.72,1.74,10.341,37.815,94,47,2.0,1.42,75.96
R0001160,2025-05-20 15:58:00,Central,Economy,13,0,0.553,1.235,5.061,18.397,48,57,0.8421,1.0,15.66
R0001161,2025-01-21 08:48:00,South,Economy,11,0,0.412,1.12,3.355,16.389,35,42,0.8333,1.0,7.58
R0001162,2025-10-30 12:57:00,North,Economy,20,1,0.197,1.534,4.283,17.746,68,39,1.7436,1.3123,17.28
R0001163,2025-04-01 11:22:00,South,Economy,12,0,0.13,1.011,13.872,42.696,32,42,0.7619,1.0,29.77
R0001164,2025-11-30 10:49:00,Airport,Economy,12,0,0.904,1.327,6.323,18.585,53,57,0.9298,1.0,12.17
R0001165,2025-03-14 05:15:00,University,Economy,2,0,0.124,1.11,8.795,25.968,43,41,1.0488,1.0205,19.06
R0001166,2025-01-31 12:14:00,University,Economy,0,0,0.936,1.04,4.402,13.704,39,47,0.8298,1.0,10.31
R0001167,2025-11-07 00:19:00,Tech Park,Comfort,9,0,0.218,1.632,9.57,36.397,65,46,1.413,1.1735,36.19
R0001168,2025-02-07 18:10:00,University,Economy,23,0,0.479,1.077,6.697,19.302,43,50,0.86,1.0,12.91
R0001169,2025-12-08 05:49:00,Central,Premium,22,0,0.617,1.196,9.928,33.358,53,47,1.1277,1.0536,45.2
R0001170,2025-03-16 01:03:00,North,Comfort,15,1,0.232,0.984,5.972,19.002,50,41,1.2195,1.0922,20.41
R0001171,2025-09-05 04:39:00,Central,Economy,15,0,0.147,0.809,10.251,30.344,68,51,1.3333,1.14,22.05
R0001172,2025-05-01 19:00:00,University,Economy,9,1,0.429,1.748,5.813,21.581,74,48,1.5417,1.2275,24.4
R0001173,2025-11-09 00:31:00,Central,Economy,4,0,0.323,1.157,7.432,22.732,52,39,1.3333,1.14,14.96
R0001174,2025-04-07 21:27:00,Central,Premium,0,1,0.368,1.321,6.69,20.583,55,38,1.4474,1.1879,29.28
R0001175,2025-06-24 19:23:00,Tech Park,Comfort,8,0,0.977,1.489,7.881,28.975,77,51,1.5098,1.2141,37.0
R0001176,2025-08-24 15:40:00,Airport,Comfort,7,0,1.513,1.81,9.057,33.828,61,37,1.6486,1.2724,43.94
R0001177,2025-02-19 11:05:00,Tech Park,Comfort,4,1,0.405,1.031,5.917,16.447,51,46,1.1087,1.0457,16.16
R0001178,2025-05-24 10:17:00,Central,Economy,6,0,0.978,1.105,7.273,23.731,55,53,1.0377,1.0158,17.48
R0001179,2025-09-27 16:16:00,Tech Park,Premium,0,1,0.334,0.783,8.607,32.401,60,47,1.2766,1.1162,38.98
R0001180,2025-12-30 06:59:00,University,Premium,14,1,0.307,0.863,10.27,29.646,55,30,1.8333,1.35,47.75
R0001181,2025-11-19 08:08:00,South,Comfort,22,0,0.426,1.125,7.45,27.537,42,42,1.0,1.0,22.59
R0001182,2025-12-23 15:19:00,Central,Economy,16,0,1.34,1.151,4.769,10.255,44,49,0.898,1.0,14.06
R0001183,2025-11-12 22:01:00,Airport,Economy,10,0,0.089,1.417,8.146,27.418,68,43,1.5814,1.2442,20.66
R0001184,2025-09-24 22:57:00,Airport,Economy,10,1,0.071,1.82,11.231,44.001,65,41,1.5854,1.2459,41.4
R0001185,2025-03-16 21:15:00,Airport,Economy,7,1,2.064,2.349,3.731,16.633,100,36,2.7778,1.7467,30.4
R0001186,2025-03-05 14:16:00,South,Economy,3,0,0.223,1.03,3.755,11.073,45,49,0.9184,1.0,7.98
R0001187,2025-12-17 11:47:00,Central,Comfort,14,0,0.486,0.817,5.397,16.253,68,47,1.4468,1.1877,18.65
R0001188,2025-02-14 08:04:00,Central,Premium,13,0,0.365,1.137,6.988,24.747,54,45,1.2,1.084,33.25
R0001189,2025-06-11 06:06:00,Central,Economy,0,0,1.76,0.941,2.32,12.829,74,61,1.2131,1.0895,12.95
R0001190,2025-03-06 10:23:00,University,Economy,9,0,1.329,1.546,10.652,39.681,64,44,1.4545,1.1909,30.38
R0001191,2025-06-30 08:31:00,Airport,Economy,6,1,0.145,1.101,7.026,21.365,53,57,0.9298,1.0,15.64
R0001192,2025-05-01 12:16:00,Central,Premium,4,0,0.622,0.863,2.132,6.921,58,33,1.7576,1.3182,11.37
R0001193,2025-06-30 18:00:00,North,Comfort,16,1,0.777,1.087,4.211,13.526,62,37,1.6757,1.2838,19.47
R0001194,2025-11-07 01:05:00,Airport,Economy,12,0,0.954,0.905,6.584,18.153,48,38,1.2632,1.1105,17.35
R0001195,2025-03-24 02:26:00,University,Economy,15,0,0.037,1.017,2.93,9.698,49,53,0.9245,1.0,5.93
R0001196,2025-12-16 19:10:00,Airport,Economy,17,0,0.071,1.765,13.247,47.926,62,51,1.2157,1.0906,30.29
R0001197,2025-06-29 06:00:00,Tech Park,Economy,23,1,1.013,1.072,8.609,24.35,67,47,1.4255,1.1787,20.69
R0001198,2025-05-13 14:17:00,South,Economy,19,0,0.119,1.568,11.28,41.5,66,42,1.5714,1.24,33.62
R0001199,2025-07-31 11:25:00,Tech Park,Economy,14,0,0.765,0.991,4.411,15.183,64,35,1.8286,1.348,15.91
R0001200,2025-10-20 16:24:00,South,Economy,21,0,0.156,1.444,9.74,32.01,53,46,1.1522,1.0639,24.09
R0001201,2025-12-08 10:22:00,Tech Park,Economy,11,1,0.078,0.864,5.401,16.867,60,37,1.6216,1.2611,14.81
R0001202,2025-03-20 18:16:00,North,Economy,23,0,0.214,1.18,6.988,20.711,25,49,0.5102,1.0,15.0
R0001203,2025-12-17 12:07:00,North,Comfort,18,0,0.538,1.392,9.432,30.783,54,46,1.1739,1.073,28.56
R0001204,2025-08-30 01:09:00,Tech Park,Economy,15,1,0.735,1.073,7.474,25.15,42,40,1.05,1.021,16.2
R0001205,2025-03-23 14:10:00,South,Economy,21,1,0.816,1.771,12.117,45.613,71,31,2.2903,1.5419,51.98
R0001206,2025-02-07 02:26:00,North,Premium,12,0,1.116,1.365,8.385,27.287,37,42,0.881,1.0,36.26
R0001207,2025-02-20 12:44:00,Central,Economy,17,0,0.229,1.671,6.021,23.078,61,41,1.4878,1.2049,19.78
R0001208,2025-02-01 14:59:00,Central,Economy,6,0,1.064,1.178,12.349,39.022,51,47,1.0851,1.0357,25.86
R0001209,2025-03-18 21:00:00,Central,Economy,23,0,0.588,1.003,13.867,39.561,60,42,1.4286,1.18,34.57
R0001210,2025-10-12 21:31:00,Airport,Comfort,14,0,0.676,1.288,8.151,26.768,48,44,1.0909,1.0382,29.19
R0001211,2025-04-23 08:37:00,North,Economy,18,0,2.897,1.915,16.198,62.026,68,36,1.8889,1.3733,74.05
R0001212,2025-05-06 01:48:00,Airport,Economy,11,0,0.92,1.012,6.824,22.035,48,51,0.9412,1.0,17.35
R0001213,2025-07-17 05:24:00,South,Economy,20,0,0.448,1.874,7.24,24.151,60,42,1.4286,1.18,20.06
R0001214,2025-03-14 15:50:00,Tech Park,Comfort,1,0,0.377,1.133,7.787,25.326,44,46,0.9565,1.0,25.15
R0001215,2025-06-15 00:12:00,South,Comfort,2,0,0.543,1.169,7.233,23.57,36,39,0.9231,1.0,22.79
R0001216,2025-05-21 19:57:00,Tech Park,Comfort,12,0,0.096,1.125,6.548,17.009,57,34,1.6765,1.2841,18.86
R0001217,2025-01-04 09:16:00,Airport,Economy,17,0,0.764,1.671,5.243,17.914,61,39,1.5641,1.2369,19.28
R0001218,2025-10-30 20:54:00,Airport,Economy,19,1,0.537,1.388,4.496,17.103,65,38,1.7105,1.2984,16.2
R0001219,2025-01-18 21:22:00,Tech Park,Economy,10,0,0.669,1.716,8.256,33.51,73,44,1.6591,1.2768,32.74
R0001220,2025-10-03 12:33:00,Tech Park,Economy,15,0,0.586,1.102,15.016,42.74,49,40,1.225,1.0945,33.86
R0001221,2025-09-24 07:53:00,Tech Park,Economy,13,0,0.111,0.865,12.156,37.515,52,47,1.1064,1.0447,25.7
R0001222,2025-05-17 07:41:00,Tech Park,Economy,23,0,0.947,0.974,9.616,25.041,49,32,1.5312,1.2231,20.84
R0001223,2025-10-28 11:36:00,Tech Park,Comfort,15,0,0.299,1.045,15.441,49.95,42,48,0.875,1.0,42.93
R0001224,2025-07-15 17:25:00,Tech Park,Economy,10,0,1.223,1.526,7.851,27.25,70,47,1.4894,1.2055,26.32
R0001225,2025-10-15 05:23:00,Tech Park,Economy,23,1,1.015,1.157,4.509,13.606,51,43,1.186,1.0781,11.15
R0001226,2025-10-18 09:14:00,Tech Park,Premium,2,0,1.977,1.308,6.41,22.548,47,60,0.7833,1.0,30.68
R0001227,2025-01-02 17:40:00,Airport,Premium,23,0,0.542,1.076,7.513,21.656,52,43,1.2093,1.0879,32.49
R0001228,2025-09-04 02:48:00,Airport,Economy,3,0,1.116,1.273,5.86,20.991,54,46,1.1739,1.073,20.32
R0001229,2025-06-18 20:45:00,Central,Premium,6,0,2.149,1.499,10.865,37.342,64,59,1.0847,1.0356,52.26
R0001230,2025-02-23 07:53:00,South,Economy,19,1,0.271,1.471,12.995,36.001,64,45,1.4222,1.1773,24.91
R0001231,2025-12-08 06:23:00,Tech Park,Comfort,17,0,1.345,1.949,2.996,10.821,82,47,1.7447,1.3128,20.13
R0001232,2025-05-02 12:17:00,Central,Economy,23,1,0.906,1.124,7.171,23.468,61,47,1.2979,1.1251,23.34
R0001233,2025-12-29 20:26:00,Central,Economy,17,1,0.182,1.898,1.573,9.611,69,43,1.6047,1.254,13.56
R0001234,2025-07-20 02:28:00,Tech Park,Premium,15,0,0.481,0.981,7.386,23.532,49,50,0.98,1.0,27.32
R0001235,2025-12-24 16:41:00,Central,Economy,8,0,3.0,1.8,7.341,30.092,84,47,1.7872,1.3306,36.71
R0001236,2025-08-31 04:41:00,Tech Park,Comfort,0,0,1.286,1.382,20.633,66.063,52,42,1.2381,1.1,64.35
R0001237,2025-11-17 09:43:00,Central,Economy,2,1,0.833,1.227,17.495,57.208,63,45,1.4,1.168,47.27
R0001238,2025-02-04 00:17:00,Central,Economy,7,0,0.279,1.817,12.972,49.76,73,28,2.6071,1.675,55.69
R0001239,2025-08-22 02:39:00,North,Premium,0,0,0.023,1.06,4.582,11.433,33,42,0.7857,1.0,13.85
R0001240,2025-09-28 12:18:00,Central,Economy,12,1,0.121,1.443,4.439,18.463,58,59,0.9831,1.0,13.34
R0001241,2025-11-16 10:14:00,Airport,Comfort,18,1,0.563,1.617,4.251,16.779,60,43,1.3953,1.166,18.88
R0001242,2025-12-25 13:36:00,Central,Comfort,23,0,0.563,1.29,17.987,57.471,58,55,1.0545,1.0229,52.89
R0001243,2025-11-29 05:26:00,Central,Economy,11,0,1.577,1.189,4.708,15.253,72,48,1.5,1.21,14.29
R0001244,2025-07-09 07:30:00,Central,Economy,21,1,0.21,1.676,6.284,21.051,83,44,1.8864,1.3723,26.54
R0001245,2025-07-31 02:58:00,Tech Park,Economy,23,0,0.189,1.156,4.736,17.249,50,56,0.8929,1.0,13.47
R0001246,2025-12-29 22:27:00,Airport,Economy,20,1,0.918,1.865,3.888,16.3,77,36,2.1389,1.4783,20.0
R0001247,2025-02-19 02:35:00,North,Economy,11,0,0.385,1.209,9.327,31.489,43,45,0.9556,1.0,19.2
R0001248,2025-06-14 22:55:00,Airport,Economy,7,0,0.381,1.036,8.451,26.441,70,39,1.7949,1.3338,23.46
R0001249,2025-03-05 21:23:00,University,Comfort,23,1,1.454,1.249,2.285,9.065,54,42,1.2857,1.12,11.83
R0001250,2025-07-25 17:24:00,Tech Park,Economy,5,0,0.175,0.928,3.796,11.625,49,29,1.6897,1.2897,11.44
R0001251,2025-09-08 03:18:00,University,Comfort,9,0,1.285,1.713,8.938,35.21,60,57,1.0526,1.0221,34.54
R0001252,2025-01-12 00:36:00,University,Economy,1,0,0.824,1.097,7.465,25.102,45,45,1.0,1.0,16.38
R0001253,2025-08-21 05:10:00,Central,Economy,19,0,0.345,1.788,6.231,24.123,68,41,1.6585,1.2766,24.84
R0001254,2025-11-19 04:50:00,Tech Park,Economy,15,1,0.546,1.135,10.839,33.878,64,36,1.7778,1.3267,33.45
R0001255,2025-06-02 11:10:00,Central,Economy,2,0,0.237,0.951,3.513,7.651,51,42,1.2143,1.09,6.59
R0001256,2025-12-03 10:41:00,University,Economy,5,0,0.463,0.819,5.6,12.513,40,40,1.0,1.0,10.09
R0001257,2025-02-10 15:10:00,North,Economy,13,0,2.06,1.647,10.329,36.32,50,45,1.1111,1.0467,26.42
R0001258,2025-01-17 22:44:00,North,Comfort,12,1,0.268,0.932,5.435,19.738,47,49,0.9592,1.0,16.58
R0001259,2025-03-22 07:12:00,University,Comfort,19,0,0.058,1.537,9.225,30.911,61,44,1.3864,1.1623,36.23
R0001260,2025-11-25 02:17:00,Tech Park,Economy,6,1,0.562,1.486,4.135,13.737,76,41,1.8537,1.3585,17.49
R0001261,2025-12-31 02:23:00,University,Comfort,22,1,1.789,1.21,4.938,14.563,47,37,1.2703,1.1135,19.18
R0001262,2025-03-11 17:05:00,Airport,Premium,10,0,0.687,1.624,2.915,8.66,69,41,1.6829,1.2868,15.43
R0001263,2025-01-04 03:00:00,Central,Economy,19,1,0.435,1.67,2.506,8.183,99,46,2.1522,1.4839,11.02
R0001264,2025-09-09 14:52:00,Central,Premium,5,0,0.416,0.786,5.979,18.363,68,40,1.7,1.294,27.57
R0001265,2025-10-31 13:18:00,North,Economy,0,0,1.316,0.927,9.949,28.653,43,47,0.9149,1.0,22.99
R0001266,2025-05-24 02:47:00,North,Comfort,1,0,0.766,1.051,7.293,21.784,27,42,0.6429,1.0,22.98
R0001267,2025-08-12 22:50:00,Central,Economy,8,1,0.916,1.634,14.705,50.694,79,40,1.975,1.4095,50.6
R0001268,2025-11-12 18:23:00,Tech Park,Comfort,22,1,0.636,1.139,6.259,20.909,62,41,1.5122,1.2151,25.5
R0001269,2025-01-16 03:48:00,Central,Comfort,1,1,1.143,1.03,2.42,9.439,68,47,1.4468,1.1877,11.53
R0001270,2025-11-17 13:47:00,Tech Park,Premium,8,1,2.06,1.999,9.387,32.58,76,38,2.0,1.42,69.44
R0001271,2025-06-04 22:23:00,Tech Park,Premium,2,0,0.553,0.711,4.292,11.222,57,46,1.2391,1.1004,17.99
R0001272,2025-12-04 14:21:00,South,Economy,22,1,0.754,1.123,8.325,26.316,51,36,1.4167,1.175,25.16
R0001273,2025-10-25 07:53:00,Central,Comfort,16,1,1.992,1.423,2.21,9.67,81,41,1.9756,1.4098,15.18
R0001274,2025-02-22 04:39:00,Central,Economy,18,0,0.635,1.723,6.677,25.251,68,42,1.619,1.26,26.89
R0001275,2025-08-14 05:22:00,Central,Economy,17,0,1.301,1.755,11.433,43.801,82,36,2.2778,1.5367,56.02
R0001276,2025-04-13 05:34:00,Tech Park,Economy,15,0,0.218,0.92,10.69,28.671,52,44,1.1818,1.0764,17.75
R0001277,2025-12-04 22:03:00,North,Premium,18,1,0.258,1.562,6.767,25.27,63,39,1.6154,1.2585,35.98
R0001278,2025-12-18 07:05:00,Airport,Comfort,0,0,2.439,1.661,7.552,32.156,51,53,0.9623,1.0,37.99
R0001279,2025-12-18 00:46:00,University,Economy,20,0,1.064,1.634,5.909,21.925,64,41,1.561,1.2356,20.82
R0001280,2025-04-05 07:18:00,Tech Park,Premium,17,0,0.487,1.814,6.593,25.373,83,43,1.9302,1.3907,45.46
R0001281,2025-10-29 20:33:00,Tech Park,Comfort,17,0,0.325,1.813,10.965,42.021,55,50,1.1,1.042,43.19
R0001282,2025-02-09 03:10:00,North,Economy,9,0,0.417,1.313,5.143,16.581,60,34,1.7647,1.3212,15.45
R0001283,2025-09-22 19:19:00,University,Economy,19,0,0.128,1.55,5.427,17.694,61,38,1.6053,1.2542,17.54
R0001284,2025-02-10 15:12:00,Central,Comfort,9,1,0.991,1.552,3.258,12.607,97,44,2.2045,1.5059,18.86
R0001285,2025-02-09 12:37:00,Central,Comfort,1,0,0.908,0.893,11.086,29.003,55,50,1.1,1.042,29.83
R0001286,2025-12-09 18:10:00,University,Economy,21,1,0.89,1.853,6.515,25.986,77,42,1.8333,1.35,29.25
R0001287,2025-10-07 08:46:00,University,Economy,5,0,1.659,1.384,3.878,15.254,47,50,0.94,1.0,13.62
R0001288,2025-01-21 12:32:00,North,Economy,2,1,0.602,1.156,12.21,34.999,45,29,1.5517,1.2317,29.75
R0001289,2025-08-21 11:55:00,Central,Economy,14,0,0.826,0.953,7.348,22.876,61,54,1.1296,1.0544,17.55
R0001290,2025-10-11 19:28:00,Central,Economy,5,0,0.062,1.049,5.012,15.767,49,46,1.0652,1.0274,11.71
R0001291,2025-05-19 09:13:00,Tech Park,Economy,20,0,1.073,1.507,12.317,45.781,75,35,2.1429,1.48,47.88
R0001292,2025-10-21 23:33:00,Tech Park,Economy,10,0,0.927,1.731,6.248,26.381,73,30,2.4333,1.602,34.17
